keyword,match_type,ad_group,keyword_state,serving_state,historical_urls,normalized_urls,url_statuses,url_conflict,intent_class,macroarea,familia,intent_theme,classification_method,classification_confidence,impressions_max,clicks_max,conversions_max,source_rows
llaveros empresariales,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros impresos,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metálicos,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros para empresas,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros para sublimar,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros plasticos,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros plasticos por mayor,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros por mayor,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros promocionales,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicidad,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros punta arenas,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
publicidad llaveros,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
venta de llaveros,Concordancia amplia,Llaveros Metalicos #2,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
donde comprar llaveros de metal en chile,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
importadora de llaveros metalicos santiago centro,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llavero destapador metalico,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llavero metal,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros grabados en metal,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metal personalizados,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metalicos,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metalicos grabados,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metalicos para grabar,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metalicos personalizados,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros metalicos por mayor,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros personalizados metalicos,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
venta de llaveros metalicos al por mayor,Concordancia amplia,Llaveros Metalicos #3,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros grabados,Concordancia amplia,Llaveros Metalicos - grabados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros grabados baratos,Concordancia amplia,Llaveros Metalicos - grabados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros para grabar,Concordancia amplia,Llaveros Metalicos - grabados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llavero personalizado,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros de plastico personalizados,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros grabados personalizados,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros personalizados,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros personalizados baratos,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros personalizados chile,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,https://regalospremium.cl/index.php?keyword=llaveros&limitstart=0&option=com_virtuemart&view=category,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios personalizados,Concordancia amplia,Llaveros Metalicos - personalizados,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios,Concordancia amplia,Llaveros Metalicos - publicitarios,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios chile,Concordancia amplia,Llaveros Metalicos - publicitarios,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios economicos,Concordancia amplia,Llaveros Metalicos - publicitarios,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios por mayor,Concordancia amplia,Llaveros Metalicos - publicitarios,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
llaveros publicitarios precios,Concordancia amplia,Llaveros Metalicos - publicitarios,Habilitado,No apto,http://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,https://regalospremium.cl/index.php?option=com_virtuemart&view=category&virtuemart_category_id=18,LEGACY_VIRTUEMART,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
[botella agua termica],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
[botella de agua termica],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
[botella termica],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
[botella termo],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
[mug personalizados],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[mugs personalizadas],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[personalizado de tazas],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[personalizar botella],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
[personalizar mugs],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[taza personalizada],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[taza termica],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[tazas decorativas],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
[vasos termicos],Concordancia exacta,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,USO_CAMPAÑA,Hogar y Bebidas,,Bebidas,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agua botella""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella acero inoxidable con nombre""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella acero inoxidable personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella acero personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua acero inoxidable personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua acero personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua aluminio personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua bebe personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua personalizada profesora""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella agua reutilizable personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella aluminio personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella bolsa""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agu""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua aluminio personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua metalica""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua metalica 1 litro""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua personalizada acero inoxidable""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua promocional""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua publicidad""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de agua termica personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de aluminio para agua""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de aluminio personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de bolsa""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella de metal para agua""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella gimnasio personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella infantil personalizada""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Apto,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
"""botella keep aluminio""",Concordancia de frase,"Mugs, Botellas y Termos..",Habilitado,Limitado,https://regalospremium.cl/mugs-botellas-termos/,https://regalospremium.cl/mugs-botellas-termos/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Botellas,,keyword→objeto,HIGH,0,0,0.0,1
